ਅਧਿਕਾਰੀਆਂ ਮੁਤਾਬਕ ਇਹ ਬਾਰ ਪਾਰਟੀ ਕਰਨ ਆਏ ਜਵਾਨ ਉਮਰ ਦੇ ਮੁੰਡੇ-ਕੁੜੀਆਂ ਨਾਲ ਭਰਿਆ ਹੋਇਆ ਸੀ।,ਸਥਾਨਕ ਜਾਂਚਕਾਰਾਂ ਮੁਤਾਬਕ ਇਹ ਹਾਦਸਾ ਹੈ ਪਰ ਅੱਗ ਲੱਗਣ ਦੇ ਕਾਰਨ ਪਤਾ ਲਗਾਉਣ ਲਈ ਜਾਂਚ ਜਾਰੀ ਹੈ। ,NP
 ਮਿਲੀ ਜਾਣਕਾਰੀ ਅਨੁਸਾਰ ਪਾਕਿਸਤਾਨ ਦੇ ਬੰਦਰਗਾਹ ਤੇ ਜਹਾਜ਼ਰਾਨੀ ਰਾਜ ਮੰਤਰੀ ਨਬਿਲ ਗਬੋਲ ਨੇ ਪਾਰਲੀਮੈਂਟ ਦੇ ਹੇਠਲੇ ਸਦਨ ‘ਚ ਬੋਲਦਿਆਂ ਕਿਹਾ ਕਿ 80 ਫੀਸਦੀ ਸੰਸਦ ਮੈਂਬਰਾਂ ਦੇ ਇਕ ਤੋਂ ਜ਼ਿਆਦਾ ਵਿਆਹ ਹਨ। ,ਜਨਾਬ ਗਬੋਲ ਨੇ ਇਹ ਖੁਲਾਸਾ ਉਸ ਵੇਲੇ ਕੀਤਾ ਜਦੋਂ ਸਾਬਕਾ ਸੂਚਨਾ ਮੰਤਰੀ ਸ਼ੇਰੀ ਰਹਿਮਾਨ ਨੇ ਬਿਆਨ ਦਿੱਤਾ ਕਿ ਕੋਈ ਵੀ ਵਿਅਕਤੀ ਆਪਣੀ ਪਹਿਲੀ ਪਤਨੀ ਤੋਂ ਆਗਿਆ ਲਏ ਬਿਨਾਂ ਦੂਜਾ ਵਿਆਹ ਨਹੀਂ ਕਰਵਾ ਸਕਦਾ। ,NP
ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਤੇਲੰਗਾਨਾ ਦੇ ਗਾਜਵੇਲ ਵਿਖੇ ਇਕ ਰੈਲੀ ਨੂੰ ਸੰਬੋਧਨ ਕਰਦਿਆਂ ਉਨ੍ਹਾਂ ਦੇਸ਼ ਵਾਸੀਆਂ ਨੂੰ ਨਕਲੀ ਗਊ ਰੱਖਿਅਕਾਂ ਤੋਂ ਸੁਚੇਤ ਕਰਦਿਆਂ ਕਿਹਾ ਕਿ ਇਹ ਲੋਕਾਂ ਸਮਾਜ ਵਿਚ ਤਣਾਅ ਪੈਦਾ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹਨ |,ਰੈਲੀ ਨੂੰ ਤੇਲੰਗਾਨਾ ਦੇ ਗਾਜੇਵਾਲੇ ਵਿਖੇ ਸੰਬੋਧਨ ਕਰਦੇ ਹੋਏ ਉਹਨਾਂ ਨੇ ਨਕਲੀ ਗਊ ਰੱਖਿਅਕਾਂ ਤੋਂ ਦੇਸ਼ ਵਾਸੀਆਂ ਨੂੰ ਸੁਚਤੇ ਕਰਦੇ ਹੋਏ ਕਿਹਾ ਇਹ ਲੋਕ ਸਮਾਜ ਵਿੱਚ ਤਣਾਅ ਪੈਦਾ ਕਰਨਾ ਚਾਹੁੰਦੇ ਹਨ|,P
15 ਸਤੰਬਰ ਨੂੰ ਇਹ ਕਾਫ਼ਲਾ ਆਪਣਾ ਸਫ਼ਰ ਪੂਰਾ ਕਰੇਗਾ। ,ਸਿਧੂ ਦਾ ਸਿਆਸੀ ਉਭਾਰ ਉਸ ਵੇਲੇ ਹੋਇਆ ਸੀ ਜਦੋਂ ਉਸ ਵਲੋਂ ਰਾਜ ਸਭਾ ਤੋਂ ਅਸਤੀਫ਼ਾ ਦਿੱਤਾ ਗਿਆ ਸੀ ਪਰ ਹੁਣ ‘ਫੂਕ’ ਨਿਕਲ ਚੁੱਕੀ ਹੈ ਕਿਉਂਕਿ ‘ਆਪ’ ਦੇ ਸੁਪਰੀਮੋ ਅਰਵਿੰਦ ਕੇਜਰੀਵਾਲ ਨੇ ਉਸ ਨਾਲ ਧੋਖਾ ਕੀਤਾ ਹੈ। ,NP
ਸਬਸਿਡੀ ਵਾਲਾ ਸਿਲੰਡਰ 1.93 ਰੁ: ਮਹਿੰਗਾ,ਰੁ: 1.93 ਮਹਿੰਗਾ ਹੋਇਆ ਸਬਸਿਡੀ ਵਾਲਾ ਸਿਲੰਡਰ,P
"ਅਜਿਹੇ ਉਪਰਾਲੇ ਕਰਨੇ ਚਾਹੀਦੇ ਹਨ, ਜਿਨ੍ਹਾਂ ਨਾਲ ਨੌਜਵਾਨਾਂ ਨੂੰ ਨਸ਼ਿਆਂ ਤੋਂ ਦੂਰ ਰੱਖਿਆ ਜਾ ਸਕੇ।  ",ਓਹਨਾ ਦਾ ਕਿਹਨਾ ਸੀ ਕੀ  ਕਿਤੇ ਡੋਪ ਟੈਸਟ ਵਿਚ ਭਰਤੀ ਤੋਂ ਬਾਹਰ ਨਾ ਹੋ ਜਾਈਏ 'ਜੇਕਰ ਕਿਸੇ ਪ੍ਰਕਾਰ ਦੀ ਦਵਾਈ ਆਦਿ ਲਈ ਤਾਂ,NP
ਯਾਦਵ ਦੇ ਭਾਰਤੀ ਦੂਤਘਰ ਨਾਲ ਸੰਪਰਕ ਕਰਨ ਤੇ ਰੋਕ,ਭਾਰਤੀ ਕਾਮਿਆਂ ਨੂੰ ਦਰਪੇਸ਼ ਸਮੱਸਿਆਵਾਂ ਕਤਰ ਵਿੱਚ ਉਠਾਈਆਂ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਮੋਦੀ ਨੇ,NP
ਸਿੱਖਾਂ ਨੂੰ ਕਿਊਨਜ਼ਲੈਂਡ ਵਿਚ ਸ੍ਰੀ ਸਾਹਿਬ ਪਹਿਨਣ ਦੀ ਮਾਨਤਾ ਵੀ ਮਿਲੀ।,ਰੋਮਨੀ ਨੇ ਓਬਾਮਾ ਨੂੰ ਚੁਣੌਤੀ ਦਿੰਦੇ ਹੋਏ ਕਿਹਾ ਕਿ ਉਸਨੂੰ ਪਿੱਛੇ ਹੱਟ ਜਾਣਾ ਚਾਹੀਦਾ ਹੈ,NP
ਕਸ਼ਮੀਰ ਚ ਅੱਤਵਾਦੀ ਹਮਲੇ ਵਿਚ ਦੋ ਪੁਲਿਸ ਜਵਾਨ ਸ਼ਹੀਦ,ਕਤਰ ਦੇ ਅਮੀਰ ਥਾਨੀ ਵੱਲੋਂ ਪ੍ਰਧਾਨ ਮੰਤਰੀ ਮੋਦੀ ਵੱਲੋਂ ਵੱਖ ਵੱਖ ਮੁੱਦਿਆਂ ਤੇ ਚਰਚਾ ਕੀਤੀ ਗਈ,NP
ਰੀਓ ਉਲੰਪਿਕ ਮੁੱਕੇਬਾਜ ਮਨੋਜ  ਕੁਮਾਰ ਨੇ ਜਿੱਤਿਆ ਸੋਨ ਤਗਮਾ|,ਚਾਕੂ ਨਾਲ ਲੋਕਾਂ ਉੱਤੇ ਹਮਲੇ ਕਾਰਨ ਲੰਡਨ ਵਿੱਚ ਇੱਕ ਮੌਤ ਅਤੇ ਕਈ ਜਖਮੀ|,NP
ਸੂਬਾ ਰੋਸ ਰੈਲੀ ਉਪਰੰਤ ਵੈਟਰਨਰੀ ਇੰਸਪੈਕਟਰਾਂ ਵੱਲੋਂ ਪਿੰਡ ਬਾਦਲ ਵੱਲ ਚਾਲੇ ਪਾਉਣ ’ਤੇ ਸਟੇਡੀਅਮ ਦੇ ਨੇੜੇ ਡੀ.ਐਸ.ਪੀ ਮਨਿੰਦਰਬੀਰ ਸਿੰਘ ਅਤੇ ਥਾਣਾ ਮੁਖੀ ਗੁਰਪ੍ਰੀਤ ਸਿੰਘ ਬੈਂਸ ਦੀ ਅਗਵਾਈ ਹੇਠ ਪੁਲੀਸ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਅਗਾਂਹ ਵਧਣ ਤੋਂ ਰੋਕ ਲਿਆ।,ਅੱਜ ਇੱਥੇ ਗਦੂਦਾ ਦੇ ਕੈਂਸਰ ਸਬੰਧੀ ਚੇਤਨਾ ਪੈਦਾ ਕਰਨ ਹਿੱਤ ਪ੍ਰੈਸ ਕਾਨਫਰੰਸ ਨੂੰ ਕੈਂਸਰ ਸੁਪਰਸਪੈਸ਼ਲਿਸ਼ਟ ਡਾਕਟਰ ਦਵਿੰਦਰ ਸਿੰਘ ਸੰਧੂ ਨੇ ਸੰਬੋਧਨ ਕੀਤਾ ਜੋ ਕਿ ਲੁਧਿਆਣਾ ਦੇ ਸ਼ਹੀਦ ਊਧਮ ਸਿੰਘ ਨਗਰ ਵਿੱਚ ਕੈਂਸਰ ਸੈਂਟਰ ਚਲਾ ਰਹੇ ਹਨ ,NP
ਪ੍ਰੋ. ਮਲੇਰੀ ਵੱਲੋਂ ਪੇਸ਼ ਮਤਿਆਂ ਵਿੱਚ ਕਸ਼ਮੀਰ ਵਿੱਚ ਢਾਹੇ ਜਾ ਰਹੇ ਜਬਰ ਦੀ ਸਖ਼ਤ ਨਿਖੇਧੀ ਕੀਤੀ ਗਈ।,ਇਕ ਹੋਰ ਮਤੇ ਰਾਹੀਂ ਗੁਜਰਾਤ ਵਿੱਚ ਗਊ ਹੱਤਿਆ ਦੇ ਨਾਂ ਹੇਠ ਦਲਿਤਾਂ ਉਪਰ ਢਾਹੇ ਵਹਿਸ਼ੀ ਤਸ਼ੱਦਦ ਨੂੰ ਵੀ ਭੰਡਿਆ ਗਿਆ।,NP
ਕਸ਼ਮੀਰ ਵਿੱਚ ਪਾਬੰਦੀਆਂ ਕਾਰਨ ਜਨਜੀਵਨ ਪ੍ਰਭਾਵਿਤ|,ਘਾਟੀ ਦੇ ਕੁਝ ਹਿੱਸਿਆ ਵਿੰਚ ਕਰਫਿਊ ਕਾਰਨ ਪ੍ਰਭਾਵਿਤ ਹੋ ਰਿਹਾ ਹੈ ਜਨਜੀਵਨ |,P
ਪੁਲਿਸ ਵਲੋਂ ਬੱਚੇ ਵਲੋਂ ਆਪਣੇ ਪਿਤਾ ਉਪਰ ਗੋਲੀ ਚਲਾਏ ਜਾਣ ਦੇ ਕਾਰਨਾਂ ਦਾ ਪਤਾ ਲਾਉਣ ਦੀ ਕੋਸਿ਼ਸ਼ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ ਪਰ ਅਜੇ ਤੱਕ ਬੱਚੇ ਨੇ ਇਸ ਸਬੰਧੀ ਪੁਲਿਸ ਨੂੰ ਕੁਝ ਨਹੀਂ ਦਸਿਆ।,ਮੁਖਮੰਤਰੀ ਨੇ ਪ੍ਰਧਾਨਮੰਤਰੀ ਨਾਲ ਗਲ ਕ੍ਰ੍ਦੇਯਾ ਕੇਹਾ ਕੇ ਵਿਕਾਸ ਕਾਰਜਾਂ ਦੇ ਵਿਚ ਚੰਗੀ ਕੁਆਲਟੀ ਮੁਹਈਆ ਕਰਵਾਉਣ ਲਈ ਹੁਣ ਵੱਖ-ਵੱਖ ਪੱਧਰ ਦੇ ਅਫ਼ਸਰ ਇੰਨ੍ਹਾਂ ਕੰਮਾਂ ਦਾ ਨੀਰਿਖਣ ਕਰਕੇ ਇਸ ਸਬੰਧੀ ਗੁਣਵਤਾ ਪ੍ਰਮਾਣਪੱਤਰ ਜਾਰੀ ਕਰਣਗੇ|,NP
ਇਥੇ ਕੌਮਾਂਤਰੀ ਹਵਾਈ ਅੱਡੇ ਦੇ ਨੇੜੇ ਫੌਜ ਦੇ ਇਕ ਗੁਪਤ ਅਪਰੇਸ਼ਨ ਨੇ ਪੁਲੀਸ ਨੂੰ ਭਾਜੜਾਂ ਪਾ ਦਿੱਤੀ।,ਨੇੜਲੇ ਪਿੰਡ ਵਾਸੀਆਂ ਵੱਲੋਂ ਪੁਲੀਸ ਨੂੰ ਫੌਜ ਦੀ ਵਰਦੀ ਵਿੱਚ ਕੁਝ ਸ਼ੱਕੀ ਵਿਅਕਤੀ ਘੁੰਮਣ ਦੀ ਜਾਣਕਾਰੀ ਦਿੱਤੀ ਗਈ। ਪੁਲੀਸ ਨੇ ਨੇੜਲੇ ਫੌਜੀ ਯੂਨਿਟਾਂ ਤੋਂ ਪਤਾ ਕੀਤਾ ਤਾਂ ਅਜਿਹੀ ਕੋਈ ਗੱਲਬਾਤ ਸਾਹਮਣੇ ਨਹੀਂ ਆਈ।,NP
"ਘਟਨਾ ਨੂੰ ਗੰਭੀਰਤਾ ਨਾਲ ਲੈਂਦੇ ਹੋਏ ਸੂਬੇ ਦੇ ਪੁਲਿਸ ਮੁਖੀ ਸ੍ਰੀ ਸੁਰੇਸ਼ ਅਰੋੜਾ ਅੱਜ ਖੁਦ ਜਲੰਧਰ ਪੁੱਜੇ, ਜਿਨ੍ਹਾਂ ਨੂੰ ਪੁਲਿਸ ਕਮਿਸ਼ਨਰ ਸ੍ਰੀ ਅਰਪਿਤ ਸ਼ੁਕਲਾ ਵਾਰਦਾਤ ਵਾਲੀ ਜਗ੍ਹਾ 'ਤੇ ਲੈ ਕੇ ਗਏ"," ਸ੍ਰੀ ਅਰੋੜਾ ਵੱਲੋਂ ਸ੍ਰੀ ਗਗਨੇਜਾ 'ਤੇ ਹੋਏ ਹਮਲੇ ਦੀ ਜਾਂਚ ਲਈ ਗਠਿਤ ਕੀਤੀ ਗਈ ਜਾਂਚ ਟੀਮ ਜਿਸ ਦੀ ਅਗਵਾਈ ਇਨਵੈਸਟੀਗੇਸ਼ਨ ਬਿਊਰੋ ਦੇ ਵਧੀਕ ਡੀ. ਜੀ. ਪੀ.-ਕਮ-ਡਾਇਰੈਕਟਰ ਆਈ. ਪੀ. ਐੱਸ. ਸਹੋਤਾ  ਵਲੋਂ ਕੀਤੀ ਜਾ ਰਹੀ ਹੈ, ਵੱਲੋਂ ਅੱਜ ਮੌਕੇ 'ਤੇ ਪਹੁੰਚ ਕੇ ਆਪਣੀ ਜਾਂਚ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ ਗਈ ਹੈ.",NP
"ਲਸ਼ਕਰੇ ਤੋਇਬਾ ਦੇ ਇਸ ਬਿਆਨ ਤੋਂ ਬਾਅਦ ਕਸ਼ਮੀਰ ਦਾ ਮਸਲਾ ਭਾਰਤ-ਪਾਕਿਸਤਾਨ ਵਿਚਕਾਰ ਚੱਲ ਰਹੇ ਕਲੇਸ਼ ਦੇ ਮੁੜ ਕੇਂਦਰ ਵਿਚ ਆ ਗਿਆ ਹੈ, ਜਿਹੜਾ ਕਿ ਮੁੰਬਈ ਹਮਲਿਆਂ ਤੋਂ ਬਾਅਦ ਅਤਿਵਾਦ ਅਤੇ ਜੰਗੀ ਜਨੂੰਨ ਵਾਲੀ ਕਾਵਾਂਰੌਲੀ ਵਿਚ ਰੁਲ਼-ਖੁਲ਼ ਗਿਆ ਸੀ।",ਪ੍ਰੋ: ਭੁੱਲਰ ਦੀ ਮੁਆਫੀ ਦਾ ਮਤਾ ਤਿੰਨ ਅਕਤੂਬਰ ਨੂੰ ਹੋਣ ਵਾਲੇ ਪੰਜਾਬ ਵਿਧਾਨ ਸਭਾ ਦੇ ਸੈਸ਼ਨ ਵਿੱਚ ਨਹੀਂ ਲਿਆਂਦਾ ਜਾ ਰਿਹਾ ਹੈ|,NP
ਤਿੰਨ ਅਕਤੂਬਰ ਨੂੰ ਪੰਜਾਬ ਵਿਧਾਨ ਸਭਾ ਦੇ ਸੈਸ਼ਨ 'ਚ ਸਰਕਾਰ ਵਲੋਂ ਪ੍ਰੋ. ਭੁੱਲਰ ਦੀ ਸਜ਼ਾ ਮੁਆਫੀ ਵਾਲਾ ਮਤਾ ਨਹੀਂ ਲਿਆਂਦਾ ਜਾਵੇਗਾ।,ਪ੍ਰੋ: ਭੁੱਲਰ ਦੀ ਮੁਆਫੀ ਦਾ ਮਤਾ ਤਿੰਨ ਅਕਤੂਬਰ ਨੂੰ ਹੋਣ ਵਾਲੇ ਪੰਜਾਬ ਵਿਧਾਨ ਸਭਾ ਦੇ ਸੈਸ਼ਨ ਵਿੱਚ ਨਹੀਂ ਲਿਆਂਦਾ ਜਾ ਰਿਹਾ ਹੈ|,P
" ਅੱਜ ਸਵੇਰੇ ਉਨ੍ਹਾਂ ਦੇ ਪਰਿਵਾਰਕ ਮੈਂਬਰਾਂ ਵੱਲੋਂ ਸ੍ਰੀ ਗਗਨੇਜਾ ਨੂੰ ਲੁਧਿਆਣਾ ਲਿਜਾਣ ਦਾ ਫ਼ੈਸਲਾ ਕੀਤਾ ਗਿਆ, ਜਿਸ ਤੋਂ ਬਾਅਦ ਹਪਤਾਲ ਵੱਲੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਇਕ ਵਿਸ਼ੇਸ਼ ਐਾਬੂਲੈਂਸ ਵਿਚ  ਵਿਸ਼ੇਸ਼ ਦਸਤੇ ਦੇ ਨਾਲ ਲੁਧਿਆਣਾ ਭੇਜਿਆ ਗਿਆ | ",ਅਚਾਨਕ ਸ਼੍ਰੀ ਗਾਗਾਨੇਜਾ ਤੇ ਹੋਏ ਇਸ ਹਮਲੇ  ਦੇ ਮਾਮਲੇ ਨੂ ਜਲਦੀ ਹਾਲ ਕਰ  ਲਿਆ ਜਾਵੇਗਾ ,NP
