കോടിക്കണക്കിന് ജനങ്ങളുടെ മനസില്‍ അഭിലാഷങ്ങള്‍ സൃഷ്ടിക്കുന്നതില്‍ ബാബാസാഹേബ് അംബേദ്ക്കര്‍ക്ക് നിര്‍ണ്ണായക പങ്കുണ്ടെന്ന പ്രധാനമന്ത്രി അഭിപ്രായപ്പെട്ടു.,കോടിക്കണക്കിന് ജനങ്ങളുടെ മനസ്സിലും മനസ്സിലും അന്വേഷണത്തിന് ഒരു പ്രധാന പങ്ക് ബാബസാഹെബ് അംബെഡ്കറിന് ഉണ്ടെന്നാണ് பிரதமர் പറഞ്ഞത്.,P
രാജ്യത്തിന്റെ വികസയാത്രയില്‍ പിന്നോക്കം വിട്ടുപോയ 100 പരിവര്‍ത്തനം ആഗ്രഹിക്കുന്ന ജില്ലകളില്‍ ഒന്നാണ് ബിജാപൂര്‍ എന്ന് പ്രധാനമന്ത്രി പറഞ്ഞു.,"ഇന്ന് ബിജ്യപ്പூரில் ഈ പരിപാടി നടത്തുന്നതിന് റെ പ്രാധാന്യം വിശദീകരിച്ച பிரதமர், ബ്ജ്യപ്പൂര്, രാജ്യത്തിലെ, வளர்ச்சி യാത്രയില് പിറകിലായി പോയ, aspirational districts 100 ല് ഒന്നാണെന്ന് പറഞ്ഞു.",P
2022 ഓടെ ഈ ലക്ഷ്യം പൂര്‍ത്തീകരിക്കുകയാണ് ലക്ഷ്യമെന്ന് അദ്ദേഹം പറഞ്ഞു.,അദ്ധേഹത്തിന് റെ ലക്ഷ്യം 2022-ല് ഈ ജോലി പൂര് ത്തിയാക്കാന് എന്നാണ്.,P
സമയബന്ധിതമായും കൃത്യമായ ലക്ഷ്യങ്ങളോടുംകൂടി ഗവണ്‍മെന്റ് വിവിധ പദ്ധതികളുമായി മുന്നോട്ടുപോവുകയാണെന്നു പ്രധാനമന്ത്രി പറഞ്ഞു.,കൃത്യമായ ലക്ഷ്യങ്ങളും കൃത്യസമയങ്ങളും ഉള്ള பல்வேறு പദ്ധതികള дээр அரசு പ്രവർത്തിക്കുന്നുണ്ടെന്ന് பிரதமர் പറഞ്ഞു.,P
ജന്‍ ധന്‍ അക്കൗണ്ടുകള്‍ തുറക്കുന്നതിലും ദരിദ്രര്‍ക്ക് ഇന്‍ഷുറന്‍സ് ലഭ്യമാക്കുന്നതിലും ഉജ്വല പാചകവാതക കണക്ഷന്‍ പദ്ധതിയിലും മുദ്ര യോജനയിലും പ്രധാനമന്ത്രി ആവാസ് യോജനയിലും മറ്റും ഉണ്ടായിട്ടുള്ള പുരോഗതിയെക്കുറിച്ച് അദ്ദേഹം വിശദീകരിച്ചു.,"ഈ കാര്യത്തില് അദ്ദേഹം, ജാന് ദന് അക്കൗണ്ട് തുറക്കല്, ദരിദ്രര് ക്ക് ഇന് ഷുറന് സ്, ഉജ്വലാ പാചകം ഗ്യാസ് കണക്ഷന്, മഡ്ര യോജന, പ്രdhan Mantri Awaas Yojana എന്നിവയുടെ കാര്യത്തില് നടന്ന പുരോഗതിയെ കുറിച്ച് പറഞ്ഞു.",P
അടിസ്ഥാനസൗകര്യ വികസനത്തിന്റെ വേഗം ഗണ്യമായി വര്‍ധിച്ചിട്ടുണ്ടെന്ന് അദ്ദേഹം പറഞ്ഞു.,"അദ്ദേഹം പറഞ്ഞു, पायाभूत सुविधा विकासയുടെ വേഗത उल्लेखनीयമായി വര് ദ്ധിച്ചിരിക്കുന്നു.",P
""" നാഗാലാൻഡിലെ ജനങ്ങൾക്ക് സംസ്ഥാന രൂപീകരണ ദിന ആശംസകൾ.","""നഗലാന് ഡിലെ ജനങ്ങളെStatehood Day അഭിനന്ദനങ്ങള്.",P
തുടര്‍ന്ന് വരുന്ന തലമുറകള്‍ ഭരണഘടനയെ വേണ്ടവിധം മനസിലാക്കി അവയെ സമകാലീന പശ്ചാത്തലത്തില്‍ അനുസ്മരിക്കണമെന്ന് അദ്ദേഹം അഭിപ്രായപ്പെട്ടു.,പിന്തുടർച്ചയായ തലമുറകൾ அரசியலமைப்பை നന്നായി അറിയണം.,P
ഇന്ത്യയില്‍ നാം ഭരണഘടനയെ അനുസ്മരിക്കുമ്പോള്‍ ബാബാ സാഹിബ് അംബേദ്ക്കറെ കൂടിയാണ് നാം അനുസ്മരിക്കുന്നത്.,"ഇന്ത്യയിൽ, നമ്മൾ संविधानയെ ഓർക്കുന്നപ്പോൾ, ഞങ്ങൾ ബാബസാഹെബ് അംബെഡ്കറിനെയും ഓർക്കുന്നു.",P
ഭരണഘടനാ ദിനത്തിന്റെ പ്രാധാന്യം എടുത്ത് പറഞ്ഞുകൊണ്ട് നവംബര്‍ 26 നെ കൂടാതെ നമ്മുടെ റിപ്പബ്ലിക് ദിനമായ ജനുവരി 26 ആഘോഷിക്കാനാകില്ലെന്ന് പ്രധാനമന്ത്രി ചൂണ്ടിക്കാട്ടി.,"संविधान ദിനത്തിന് റെ പ്രാധാന്യം മനസ്സിലാക്കിയ பிரதமர், 26 ജനുവരി (നമ്മുടെ റിപബ്ലിക്കിന് റെ ദിനം) நவம்பர் 26 നു മുന് പ് ആഘോഷിക്കാനാവില്ലെന്ന് പറഞ്ഞു.",P
അഴിമതിക്കും കള്ളപ്പണത്തിനും എതിരായുള്ള പോരാട്ടത്തില്‍ സാധാരണക്കാരന്‍ ഇന്ന് ഒരു പടയാളിയായി മാറിയിരിക്കുകയാണെന്ന് പ്രധാനമന്ത്രി പറഞ്ഞു.,കവര് ച്ചയും ബ്ലാക്ക് പൈസയും എതിരെയുള്ള യുദ്ധത്തില് സാധാരണക്കാര് പട്ടാളക്കാരായിത്തീരുകയാണെന്ന് பிரதமர் പറഞ്ഞു.,P
നമ്മുടെ സൈന്യം എപ്പോഴും രാഷ്ട്രത്തിന് പ്രഥമ പരിഗണന നല്‍കുന്നു.,നമ്മുടെ സൈന്യം എല്ലായ്പ്പോഴും രാജ്യത്തിനെയാണ് പ്രധാനം.,P
സഹകരിക്കാവുന്ന മേഖലകള്‍ സംബന്ധിച്ച കാര്യങ്ങള്‍ പുനരവലോകനം ചെയ്യാനും നിരീക്ഷിക്കാനും ചര്‍ച്ച ചെയ്യാനുമായി സംയുക്ത പ്രവര്‍ത്തന സമിതി രൂപീകരിക്കാനും ധാരണാപത്രത്തില്‍ പദ്ധതിയുണ്ട്.,"ഈ புரிந்துணர்வு ஒப்பந்தം പ്രകാരം, கூட்டுறவு മേഖലകളുമായുള്ള விவகாரങ്ങളെ നിരീക്ഷിക്കാനും, നിരീക്ഷിക്കാനും, ചര് ച്ച செய்யவும், கூட்டுறவு കമ്മ്യൂണിറ്റി ഒരു കമ്മ്യൂണിറ്റി ഉണ്ടാക്കും.",P
ധാരണാപത്രത്തിലൂടെ വൈദഗ്ധ്യത്തിന്റെ വിനിമയവും ശൃംഖലവല്‍ക്കരിക്കല്‍ വഴി വിവരങ്ങള്‍ പങ്കുവെക്കാനും ഉദ്ദേശിക്കുന്നുണ്ട്.,"ഈ புரிந்துணர்வு ஒப்பந்தം, വിദഗ്ദ്ധത பரிமாற்றത്തിനും, ആശയവിനിമയത്തിനും ഉന്നം.",P
അദ്ദേഹത്തെ കാണുക എന്നത് ആഹ്ലാദകരമാണ്.,അയാളെ കാണാൻ എപ്പോഴും സന്തോഷം.,P
ജനങ്ങള്‍ തമ്മിലുള്ള ബന്ധമാണ് ഇന്ത്യ-മ്യാന്‍മര്‍ ബന്ധത്തിന്റെ കരുത്തെന്നും അദ്ദേഹം പറഞ്ഞു.,ജനങ്ങളോട് ജനങ്ങളുടേയും ബന്ധങ്ങളാണ് ഇന്ത്യ-മാൻമാൻ ബന്ധങ്ങളുടെ ശക്തി എന്ന് பிரதமர் പറഞ്ഞു.,P
ജി-20 ഉച്ചകോടിയില്‍ സംബന്ധിക്കാനായി തിരിക്കുംമുന്‍പ് പ്രധാനമന്ത്രി ശ്രീ.,G-20 саммитക്ക് മുന് പ് பிரதமர் திரு. நரேந்திர மோடிയുടെ പുറപ്പെടല് സന്ദേശം.,P
നരേന്ദ്ര മോദി പുറത്തിറക്കിയ പ്രസ്താവന: 'അര്‍ജന്റീന ആതിഥ്യമരുളുന്ന 13ാമത് ജി-20 ഉച്ചകോടിയില്‍ സംബന്ധിക്കുന്നതിനായി ഞാന്‍ 2018 നവംബര്‍ 29 മുതല്‍ ഡിസംബര്‍ ഒന്നു വരെ ബ്യൂണസ് അയേഴ്‌സില്‍ ആയിരിക്കും.,"""ഞാന് ബ്രൂണോസ് അയേഴ്സ് സന്ദര് ശിക്കുകയാണ് 29 نومبر മുതല് 01 ഡിസംബര് 2018 വരെ, അര് ജന് റീനയില് താമസിച്ച 13ആം G-20 саммитയില് പങ്കെടുക്കാന്.",P
ലോകത്തിലെ ഏറ്റവും വലിപ്പമേറിയ 20 സമ്പദ്‌വ്യവസ്ഥകള്‍ക്കിടിയിലുള്ള ബഹുതല സഹകരണം പ്രോല്‍സാഹിപ്പിക്കുന്നതിനുള്ള വേദിയാണ് ജി-20.,"G-20, ലോകത്തിലെ ഏറ്റവും വലിയ ഇരുപതു രാഷ്ട്രങ്ങള് ക്കിടയില്, പല മുഖങ്ങളുള്ള സഹകരത്തെ പ്രോത്സാഹിപ്പിക്കാന് ശ്രമിക്കുന്നു.",P
പ്രവര്‍ത്തനമാരംഭിച്ച ശേഷമുള്ള പത്തു വര്‍ഷവും സുസ്ഥിരമായ ആഗോള വളര്‍ച്ചയ്ക്ക് ഊര്‍ജം പകരാന്‍ ശ്രമിച്ചുവരികയാണ് ഈ സഖ്യം.,"അതിന്റെ പത് വര് ഷത്തില്, G-20 ഉന്നം ഉന്നം പ്രചോദനം നല് കാനാണ്.",P
"ആഗോള സാമ്പത്തിക സ്ഥിതി, വ്യാപാരം, രാജ്യാന്തര സാമ്പത്തിക-നികുതി സംവിധാനങ്ങള്‍, ഭാവിപ്രവര്‍ത്തനങ്ങള്‍, സ്ത്രീശാക്തീകരണം, അടിസ്ഥാനസൗകര്യം, സുസ്ഥിര വികസനം എന്നീ കാര്യങ്ങള്‍ ചര്‍ച്ച ചെയ്യപ്പെടും.","ലോകപ്പണിയും കച്ചവടവും, சர்வதேச நிதிയും നികുതിയും, ജോലിയുടെ ഭാവി, സ്ത്രീകളുടെ അധികാരം, உள்വസ്ഥ, സുസ്ഥിത विकास എന്നിവയെ കുറിച്ച് നമ്മള് ആലോചിക്കും.",P
"സാമ്പത്തിക പ്രതിസന്ധി ഉണ്ടായ അവസരത്തില്‍ ആഗോള സാമ്പത്തിക രംഗത്തിനു പുനരുജ്ജീവനമേകുന്നതില്‍ നിര്‍ണായക പങ്കുവഹിച്ച വളര്‍ന്നുവരുന്ന സമ്പദ്‌വ്യവസ്ഥകള്‍ ഇപ്പോള്‍ മുന്‍പില്ലാത്ത വിധം സാമ്പത്തിക, സാങ്കേതിക വെല്ലുവിളികള്‍ നേരിട്ടുവരികയാണ്.","സാമ്പത്തിക நெருக்கடி കാരണം, ലോകപ്പേരുപ്പത്തിന്റെ പുരോഗതിയെ ഉണര് ത്താൻ പ്രധാനപ്പെട്ട भूमिका निभाിയ, ഉദ്ധേഹിക്കുന്ന രാജ്യങ്ങള് ഇന്ന്, മുന് കൂട്ടിയில்லாத സാമ്പത്തിക, സാങ്കേതിക വെല്ലുവിളികള് നേരിടുകയാണ്.",P
രാജ്യാന്തര സഹകരണം ശക്തിപ്പെടുത്തേണ്ടതും സാമ്പത്തിക കുറ്റവാളികള്‍ക്കെതിരെയും ഭീകരവാദത്തിനു പണം ലഭ്യമാക്കുന്നവര്‍ക്കെതിരെയും സംഘടിതമായ നടപടി ഉണ്ടാവേണ്ടതും അത്യാവശ്യമാണ്.,"ഒരു പ്രധാനപ്പെട്ട ആവശ്യം കൂടി, சர்வதேச ஒத்துழைப்பை வலுപ്പെടുത്തുക, ക്രിമിനല് കുറ്റവാളികള് ക്ക് എതിരെയുള്ള ഏകാഗ്രതയുള്ള പ്രവര് ത്തനങ്ങളെ ഉദ്ധേഹിപ്പിക്കുക,",P
സോനേപ്പേട്ടില്‍ റെയില്‍ കോച്ച് നന്നാക്കുന്ന കേന്ദ്രത്തിനു പൊതുസമ്മേളനത്തില്‍ പ്രധാനമന്ത്രി തറക്കല്ലിട്ടു.,"ഒരു പൊതു മീറ്റിംഗില്, കര് ക്കാന, സോനെപാത്ത് റെയില് കോച്ച് പുതുക്കി പണിയെടുക്കുന്നതിന് റെ അടിമക്കല്ലിന് റെ അടയാളമായി, ഒരു പെയിന് റ് പ്ലേക്കുകള് പ്രദര് ശിപ്പിച്ചു.",P
നിര്‍മ്മാണം പൂര്‍ത്തിയാകുന്നതോടെ വടക്കന്‍ മേഖലയില്‍ റെയില്‍വേ കോച്ചുകളുടെ അറ്റകുറ്റപണികള്‍ക്കുള്ള ഒരു പ്രധാന കേന്ദ്രമായി ഇത് മാറും.,"ഇത് പൂര് ത്തിയായി കഴിഞ്ഞാല്, വടക്കന് പ്രദേശത്തെ തീവണ്ടി ബോഗികള് ക്ക് വേണ്ടി ഒരു പ്രധാന നന്നാക്കല് ശാലയാകും.",P
അടിച്ചമര്‍ത്തപ്പെട്ടവരുടെയും ദരിദ്രരുടെയും കരുത്തുറ്റ ശബ്ദമായിരുന്ന സര്‍ ഛോട്ടു റാമെന്നും അദ്ദേഹം വിശദീകരിച്ചു.,"അദ്ദേഹം ചൂതൂ റാമിനെ പീഡിപ്പിക്കപ്പെട്ടവര് ക്കും, ബലഹീനവര് ക്കും നല് കുന്ന ശക്തിയായിട്ടാണ് ពណ៌នាിച്ചത്.",P
"റെയില്‍ കോച്ച് നന്നാക്കല്‍ കേന്ദ്രം സോനേപ്പേട്ടിന്റെ മാത്രമല്ല, ഹരിയാന സംസ്ഥാനത്തിന്റെയാകെ വികസനത്തിനു ഗുണകരമാകുമെന്നു പ്രധാനമന്ത്രി പറഞ്ഞു.","റെയില് കോച്ച് റെഫ്രൈസിംഗ് കാര് ക്കാന, സോനെപാത്ത് മാത്രമല്ല, ഹാരിയാനയുടെ എല്ലാ மாநிலവും വികസിപ്പിക്കാന് സഹായകമാകുമെന്ന് பிரதமர் പറഞ്ഞു.",P
രണ്ടാഴ്ചയ്ക്കകം ഈ പദ്ധതിയുടെ നേട്ടം അമ്പതിനായിരത്തിലേറെ പേര്‍ക്കു ലഭിച്ചു എന്നതില്‍ പ്രധാനമന്ത്രി സംതൃപ്തി പ്രകടിപ്പിച്ചു.,"2 ആഴ്ചകള് ക്ക് ശേഷം 50,000-ല് കൂടുതല് ആളുകള് ഈ പദ്ധതിയില് നിന്ന് लाभान्वितപ്പെട്ടു എന്നതില് അയാള് സന്തുഷ്ടത தெரிவித்தார்.",P
ഈ കൂട്ടായ്മയിലുള്ള മുതിര്‍ന്ന തലമുറയ്ക്ക് എഴുപതുകളിലും എണ്‍പതുകളിലും ഡാറ്റയ്ക്ക് മാത്രമായി ഉപയോഗിച്ചിരുന്ന വലിയ കമ്പ്യൂട്ടര്‍ മെയിന്‍ഫ്രെയിം സംവിധാനം ഓര്‍മ്മയുണ്ടായിരിക്കും.,"ഇവിടെ கூடியിരിക്കുന്ന മൂത്ത തലമുറക്ക്, എഴുപതാം എഴുപതാം കാലത്തെ വലിയ മെയിൻ ഫ്രെയിം കമ്പ്യൂട്ടർ സിസ്റ്റങ്ങൾ ഓർമ്മയുണ്ടാവും.",P
അന്നത്തേതില്‍ നിന്നും ഒരു പാട് മാറ്റങ്ങള്‍ സംഭവിച്ച് കഴിഞ്ഞു.,അന്ന് മുതല് ഒരുപാട് മാറ്റങ്ങള് ഉണ്ടായി.,P
പെഴ്‌സണല്‍ കമ്പ്യൂട്ടറുകളും ഇ-മെയിലും തൊണ്ണൂറുകളില്‍ ഒരു നവ വിപ്ലവം തന്നെ സൃഷ്ടിച്ചു.,എ-മെയിലും പേഴ്സല് കമ്പ്യൂട്ടറും 90-കളില് ഒരു പുതിയ വിപ്ലവം ഉണ്ടാക്കി.,P
എല്ലാം ഉള്‍ക്കൊള്ളാനുള്ള നമ്മുടെ പ്രാചീന പാരമ്പര്യത്തിന്റെ പ്രതിഫലനമാണ് ഈ വികാരം.,"ഈ ഭാവം നമ്മുടെ പുരാതന, ഉള് ക്കൊള്ളുന്ന പാരമ്പര്യങ്ങളെ പ്രതിഫലിപ്പിക്കുന്നു.",P
സാങ്കേതിക വിദ്യ ഉപയോഗിച്ച് ഈ വികാരത്തിനും ജനാധിപത്യമൂല്യങ്ങള്‍ക്കും നമുക്ക് അര്‍ത്ഥമേകാം.,"സാങ്കേതികവിദ്യയിലൂടെ, നമുക്ക് ഈ അര് ഥം നല് കാന് കഴിയും, യഥാര് ത്ഥത്തില്, ജനാധിപത്യത്തിന് റെ ഏറ്റവും നല്ല മൂല്യങ്ങള്.",P
നമ്മുടെ ജനങ്ങളെ ക്യൂവില്‍ നിന്നും സങ്കീര്‍ണ്ണമായ നടപടിക്രമങ്ങളില്‍ നിന്നും മോചിപ്പിക്കാനായി നാം ഈ തിരിച്ചറിയല്‍ ഉപയോഗിച്ചു.,നമ്മള് ഈ വ്യക്തിത്വത്തെ നമ്മുടെ ജനങ്ങളെ ക്യൂണുകളില് നിന്ന് സ്വതന്ത്രരാക്കാന് ഉപയോഗിക്കുന്നു.,P
ഡിജിറ്റല്‍ സാങ്കേതിക വിദ്യ ‘ജീവിതം സുഗമമാക്കുന്നതിന്” എങ്ങനെ ഒരു വലിയ സഹായിയായി പ്രവര്‍ത്തിക്കുന്നുവെന്ന് ചില ഉദാഹരണങ്ങളിലൂടെ ഞാന്‍ വ്യക്തമാക്കാം.,"ഞാന് കുറച്ച് ഉദാഹരണങ്ങള് പറയാം.. ഡിജിറ്റല് സാങ്കേതികവിദ്യ എങ്ങനെയാണ് ""സാധാരണമായ ജീവിതത്തിന്"" ഒരു സഹായകമായി മാറുന്നത് എന്ന്.",P
ഓരോ സംഗമവും രണ്ടു മണിക്കൂറോളം നീണ്ടു.,ഓരോ പ്രവർത്തവും രണ്ടു മണിക്കൂർ നീണ്ടു.,P
ബോംബെ ഇന്ത്യന്‍ ഇന്‍സ്റ്റിറ്റ്യൂട്ട് ഓഫ് ടെക്‌നോളജിയുടെ 56ാമതു ബിരുദദാനച്ചടങ്ങില്‍ അദ്ദേഹം ബിരുദദാന പ്രഭാഷണം നിര്‍വഹിക്കും.,"അദ്ദേഹം 56-ആം പ്രൈസ്റ്റിവ് ഓഫ് ടെക്നോളജി, ബോംബിലെ 56-ആം പ്രൈസ്റ്റിവ് ഓഫ് ടെക്നോളജി പ്രസിഡന്ഷനത്തിൽ, പ്രസിഡന് ഷന് പ്രസംഗം നടത്തും.",P
പശ്ചാത്തലം: 1.,पृष्ठभूमि:,P
"ഓഫീസര്‍ ട്രെയിനികളെ അഭിസംബോധന ചെയ്യവേ, രാജ്യത്തിന്റെ സമ്പന്നമായ ചരിത്രം, സംസ്‌കാരം, പാരമ്പര്യം എന്നിവയുടെ പശ്ചാത്തലത്തില്‍ ഇന്ത്യയെ വിദേശരാജ്യങ്ങളില്‍ പ്രതിനിധീകരിക്കുന്നതിന്റെ പ്രാധാന്യം പ്രധാനമന്ത്രി എടുത്തു പറഞ്ഞു.","ഓഫീസര് ട്രെയിനിസിനോട് பேசிய பிரதமர், ഇന്ത്യയുടെ സമ്പന്നമായ ചരിത്രവും, സംസ്കാരവും, പാരമ്പര്യങ്ങളും പരിഗണനയില് വിദേശത്ത് ഇന്ത്യയെ പ്രതിനിധീകരിക്കുന്നதன் പ്രാധാന്യം வலியுறுத்தினார்.",P
നിങ്ങള്‍ക്ക് എല്ലാവര്‍ക്കും നന്ദി.,വളരെ നന്ദി.,P
കുറ്റമറ്റ രാജ്യസേവനത്തിന്റെയും മനക്കരുത്തിന്റെയും ദൃഷ്ടാന്തമാണ് ബി.എസ്.എഫ്.,BSF നമ്മുടെ രാജ്യത്തിനു വേണ്ടി കടുപ്പവും അപൂര് വ്വമായ സേവനവും പ്രദര് ശിപ്പിക്കുന്നു.,P
രണ്ടു രാജ്യങ്ങളും തമ്മില്‍ നിലനില്‍ക്കുന്ന ബഹുതല ബന്ധത്തിന്റെ മുഴുവന്‍ തലങ്ങളും 2018 ഏപ്രില്‍ ഏഴിന് രണ്ടു പ്രധാനമന്ത്രിമാരും സമഗ്രമായി അവലോകനം ചെയ്തു.,"ஏப்ரல் 7, 2018 ൽ, രണ്ട് പ്രെമാൻഡർമാർ രണ്ടു രാജ്യങ്ങൾ തമ്മിലുള്ള പലവിധ ബന്ധങ്ങളുടെ സമൃദ്ധം മുഴുവനും പരിശോധിച്ചു.",P
ഗവണ്‍മെന്റ് തലത്തിലും സ്വകാര്യതലത്തിലും ജനങ്ങളുടെ തലത്തിലും രണ്ടു രാജ്യങ്ങളും തമ്മിലുള്ള ബന്ധം വളരുന്നതിനെ അവര്‍ സ്വാഗതം ചെയ്തു.,"അവര് രണ്ട് ഗവണ് മെന്റുടേയും, പ്രൈവറ്റ് സെര് റ്റക്ടറിന് റെയും പൌരന് റെ ലെവലുടേയും, വര് ദ്ധിച്ചുകൊണ്ടിരിക്കുന്ന പങ്കാളിത്വത്തെ അഭിനന്ദിച്ചു.",P
